Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,FenceBelowExportName,FenceRightExportName,FenceCornerExportName,FenceShopExportName,TileWidth,TileHeight,Price,DiamondPrice,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,TapSound,CanBuy,SpinWheelPrize,BuyExp,Passable,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,PendingRelease
Gravel path brown,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_brown_path,gravel_brown_path,gravel_brown_path,gravel_brown_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_BROWN,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Gravel path pattern,,,,,1,0,,sc/decos04_pathsandfences.sc,gravel_pattern1_path,gravel_pattern1_path,gravel_pattern1_path,gravel_pattern1_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GRAVEL_PATTERN,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Park path,,,,,1,0,,sc/decos04_pathsandfences.sc,park_path,park_path,park_path,park_path,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_PARK_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Garden flowers,,,,,1,0,,sc/decos04_pathsandfences.sc,garden_flowers_pole,garden_flowers,garden_flowers_mirrored,garden_flowers_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_GARDEN_FLOWERS,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Railroad fence,,,115,,1,0,,sc/decos04_pathsandfences.sc,railroad_fence_pole,railroad_fence,railroad_fence_mirrored,railroad_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_RAILROAD_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,
Flowershop fence,,,,,1,0,,sc/decos04_pathsandfences.sc,flowershop_fence_pole,flowershop_fence,flowershop_fence_mirrored,flowershop_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_FLOWERSHOP_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,
Flower tile,,,115,,1,0,,sc/decos04_pathsandfences.sc,flowershop_tile,flowershop_tile,flowershop_tile,flowershop_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_FLOWER_TILE,Buy,TapDecorationGeneric,,TRUE,,TRUE,,,,,,,,,,,
Snowdrop patch,,,,,1,0,,sc/decos04_pathsandfences.sc,snowdrop_patch_pole,snowdrop_patch,snowdrop_patch_mirrored,snowdrop_patch_corner,snowdrop_patch_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SNOWDROP,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Tropical fence,,,,,1,0,,sc/decos04_pathsandfences.sc,tropical_fence_pole,tropical_fence,tropical_fence_mirrored,tropical_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_TROPICAL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Barrel fence,,,,,1,0,,sc/decos04_pathsandfences.sc,barrel_fence_pole,barrel_fence,barrel_fence_mirrored,barrel_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_BARREL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Brown sunflower path,,,120,,1,0,,sc/decos04_pathsandfences.sc,sunflowerpath_brown_pole,sunflowerpath_brown,sunflowerpath_brown_mirrored,sunflowerpath_brown_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_BROWN_SUNFLOWER_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Mint sunflower path,,,120,,1,0,,sc/decos04_pathsandfences.sc,sunflowerpath_mint_pole,sunflowerpath_mint,sunflowerpath_mint_mirrored,sunflowerpath_mint_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MINT_SUNFLOWER_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Sunflower fence,,,,,1,0,,sc/decos04_pathsandfences.sc,sunflowerfence_pole,sunflowerfence_fence,sunflowerfence_mirrored,sunflowerfence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SUNFLOWER_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Pumpkin_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,pumpkin_fence_pole,pumpkin_fence,pumpkin_fence_mirrored,pumpkin_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_PUMPKIN_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,
Wicker_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,wicker_fence_pole,wicker_fence,wicker_fence_mirrored,wicker_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_WICKER_FENCE,Buy,TapDecorationGeneric,,TRUE,,,,,,,,,,,,,
Round_stone_path,,,120,,1,0,,sc/decos04_pathsandfences.sc,round_stone_path_pole,round_stone_path,round_stone_path_mirrored,round_stone_path_corner,round_stone_path_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_ROUND_STONE_PATH,Buy,TapDecorationGeneric,,TRUE,,TRUE,,,,,,,,,,,
Bones_fence,,,,,1,0,,sc/decos04_pathsandfences.sc,bones_fence_pole,bones_fence,bones_fence_mirorred,bones_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_BONES_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Bavarian_path,,,115,,1,0,,sc/decos04_pathsandfences.sc,bavarian_path_1x1,bavarian_path_1x1,bavarian_path_1x1,bavarian_path_1x1,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_BAVARIAN_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Autumn_path,,,110,,1,0,,sc/decos04_pathsandfences.sc,autumn_path_pole,autumn_path,autumn_path_mirrored,autumn_path_corner,autumn_path_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_AUTUMN_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Mooncake_tile,,,120,,1,0,,sc/decos04_pathsandfences.sc,mooncake_tile,mooncake_tile,mooncake_tile,mooncake_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_MOONCAKE_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Calluna_patch,,,90,,1,0,,sc/decos04_pathsandfences.sc,calluna_patch_pole,calluna_patch,calluna_patch_mirrored,calluna_patch_corner,calluna_patch_pole,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_CALLUNA_PATCH,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Cheesemoon path,,,,,1,0,,sc/decos04_pathsandfences.sc,moontile,moontile,moontile,moontile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_CHEESEMOON_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Spider fence,,,,,1,0,,sc/decos04_pathsandfences.sc,spidertree_pole,spidertree_fence,spidertree_mirrored,spidertree_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_SPIDER_FENCE,Buy,TapDecorationGeneric,,,,,Halloween,,,,,,,,,,
Market fence,,,90,,1,0,,sc/decos04_pathsandfences.sc,christmas_fence_pole,christmas_fence,christmas_fence_mirrored,christmas_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MARKET_FENCE,Buy,TapDecorationGeneric,,,,,Christmas,,,,,,,,,,
Snowflake_tile,,,120,,1,0,,sc/decos04_pathsandfences.sc,snowflake_tile,snowflake_tile,snowflake_tile,snowflake_tile,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SNOWFLAKE_TILE,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Snowy hedge,,,120,,1,0,,sc/decos04_pathsandfences.sc,snowy_hedge_pole,snowy_hedge,snowy_hedge_mirrored,snowy_hedge_corner,,1,1,,999,,,TID_HEDGES_DESCRIPTION,TID_DECO_SNOWY_HEDGE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Shamrock path,,,120,,1,0,,sc/decos04_pathsandfences.sc,shamrock_path_pole,shamrock_path,shamrock_path_mirrored,shamrock_path_corner,,1,1,,999,,,TID_PATHS_DESCRIPTION,TID_DECO_SHAMROCK_PATH,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Musical note fence,,,,,1,0,,sc/decos04_pathsandfences.sc,musical_fence_pole,musical_fence,musical_fence_mirrored,musical_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_MUSICAL_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Carrot fence,,,,,1,0,,sc/decos04_pathsandfences.sc,carrot_fence_pole,carrot_fence,carrot_fence_mirrored,carrot_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_CARROT_FENCE,Buy,TapDecorationGeneric,,,,,Easter,,,,,,,,,,
Derby fence,,,,,1,0,,sc/decos04_pathsandfences.sc,horsewood_fence_pole,horsewood_fence,horsewood_fence_mirrored,horsewood_fence_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_DERBY_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Koi fence,,,,,1,0,,sc/placeholders.sc,placeholder_fence_pole,placeholder_fence,placeholder_fence_mirrored,placeholder_deco_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_KOI_FENCE,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Fish path,,,,,1,0,,sc/placeholders.sc,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_FISH_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Vine trellis,,,,,1,0,,sc/placeholders.sc,placeholder_fence_pole,placeholder_fence,placeholder_fence_mirrored,placeholder_deco_corner,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_VINE_TRELLIS,Buy,TapDecorationGeneric,,,,,,,,,,,,,,,
Checkered path,,,,,1,0,,sc/placeholders.sc,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_CHECKERED_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Honeycomb path,,,,,1,0,,sc/placeholders.sc,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_HONEYCOMB_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
Stonemasons path,,,,,1,0,,sc/placeholders.sc,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,placeholder_deco_1x1,,1,1,,999,,,TID_FENCES_DESCRIPTION,TID_DECO_STONEMASONS_PATH,Buy,TapDecorationGeneric,,,,TRUE,,,,,,,,,,,
